Memory Length4000;;;;;;;
Trigger Level0.000E+00;;;;;;;
SourceCH1;;;;;;;
Probe1X;;;;;;;
Vertical UnitsV;;;;;;;
Vertical Scale;1.00E+00;;;;;;
Vertical Position;-4.00E-02;;;;;;
Horizontal Unitss;;;;;;;
Horizontal Scale5.000E-02;;;;;;;
Horizontal Position0.000E+00;;;;;;;
Horizontal ModeRoll Mode;;;;;;;
Sampling Period;2.00E-04;;;;;;
FirmwareV1.12;;;;;;;
Time ;;Escalas de tiempo;Tiempo(s);Waveform Data Ch1;Ch1 (V);Waveform Data Ch1;Ch2 (V)
ModeFast;;;;;;;
Waveform Data;;;;;;;
3;;1863;3.73E-01;1.20E-01;4.80E-03;;
2;;1864;3.73E-01;8.00E-02;3.20E-03;;
2;;1865;3.73E-01;8.00E-02;3.20E-03;;
3;;1866;3.73E-01;1.20E-01;4.80E-03;;
2;;1867;3.73E-01;8.00E-02;3.20E-03;;
3;;1868;3.74E-01;1.20E-01;4.80E-03;;
3;;1869;3.74E-01;1.20E-01;4.80E-03;;
3;;1870;3.74E-01;1.20E-01;4.80E-03;;
3;;1871;3.74E-01;1.20E-01;4.80E-03;;
3;;1872;3.74E-01;1.20E-01;4.80E-03;;
4;;1873;3.75E-01;1.60E-01;6.40E-03;;
3;;1874;3.75E-01;1.20E-01;4.80E-03;;
3;;1875;3.75E-01;1.20E-01;4.80E-03;;
3;;1876;3.75E-01;1.20E-01;4.80E-03;;
3;;1877;3.75E-01;1.20E-01;4.80E-03;;
4;;1878;3.76E-01;1.60E-01;6.40E-03;;
4;;1879;3.76E-01;1.60E-01;6.40E-03;;
3;;1880;3.76E-01;1.20E-01;4.80E-03;;
3;;1881;3.76E-01;1.20E-01;4.80E-03;;
3;;1882;3.76E-01;1.20E-01;4.80E-03;;
4;;1883;3.77E-01;1.60E-01;6.40E-03;;
4;;1884;3.77E-01;1.60E-01;6.40E-03;;
4;;1885;3.77E-01;1.60E-01;6.40E-03;;
4;;1886;3.77E-01;1.60E-01;6.40E-03;;
4;;1887;3.77E-01;1.60E-01;6.40E-03;;
4;;1888;3.78E-01;1.60E-01;6.40E-03;;
4;;1889;3.78E-01;1.60E-01;6.40E-03;;
4;;1890;3.78E-01;1.60E-01;6.40E-03;;
4;;1891;3.78E-01;1.60E-01;6.40E-03;;
4;;1892;3.78E-01;1.60E-01;6.40E-03;;
4;;1893;3.79E-01;1.60E-01;6.40E-03;;
4;;1894;3.79E-01;1.60E-01;6.40E-03;;
4;;1895;3.79E-01;1.60E-01;6.40E-03;;
4;;1896;3.79E-01;1.60E-01;6.40E-03;;
4;;1897;3.79E-01;1.60E-01;6.40E-03;;
4;;1898;3.80E-01;1.60E-01;6.40E-03;;
4;;1899;3.80E-01;1.60E-01;6.40E-03;;
4;;1900;3.80E-01;1.60E-01;6.40E-03;;
5;;1901;3.80E-01;2.00E-01;8.00E-03;;
4;;1902;3.80E-01;1.60E-01;6.40E-03;;
4;;1903;3.81E-01;1.60E-01;6.40E-03;;
4;;1904;3.81E-01;1.60E-01;6.40E-03;;
5;;1905;3.81E-01;2.00E-01;8.00E-03;;
5;;1906;3.81E-01;2.00E-01;8.00E-03;;
5;;1907;3.81E-01;2.00E-01;8.00E-03;;
5;;1908;3.82E-01;2.00E-01;8.00E-03;;
5;;1909;3.82E-01;2.00E-01;8.00E-03;;
5;;1910;3.82E-01;2.00E-01;8.00E-03;;
5;;1911;3.82E-01;2.00E-01;8.00E-03;;
5;;1912;3.82E-01;2.00E-01;8.00E-03;;
5;;1913;3.83E-01;2.00E-01;8.00E-03;;
5;;1914;3.83E-01;2.00E-01;8.00E-03;;
6;;1915;3.83E-01;2.40E-01;9.60E-03;;
5;;1916;3.83E-01;2.00E-01;8.00E-03;;
5;;1917;3.83E-01;2.00E-01;8.00E-03;;
5;;1918;3.84E-01;2.00E-01;8.00E-03;;
6;;1919;3.84E-01;2.40E-01;9.60E-03;;
5;;1920;3.84E-01;2.00E-01;8.00E-03;;
6;;1921;3.84E-01;2.40E-01;9.60E-03;;
6;;1922;3.84E-01;2.40E-01;9.60E-03;;
6;;1923;3.85E-01;2.40E-01;9.60E-03;;
6;;1924;3.85E-01;2.40E-01;9.60E-03;;
6;;1925;3.85E-01;2.40E-01;9.60E-03;;
6;;1926;3.85E-01;2.40E-01;9.60E-03;;
6;;1927;3.85E-01;2.40E-01;9.60E-03;;
6;;1928;3.86E-01;2.40E-01;9.60E-03;;
7;;1929;3.86E-01;2.80E-01;1.12E-02;;
7;;1930;3.86E-01;2.80E-01;1.12E-02;;
7;;1931;3.86E-01;2.80E-01;1.12E-02;;
6;;1932;3.86E-01;2.40E-01;9.60E-03;;
7;;1933;3.87E-01;2.80E-01;1.12E-02;;
6;;1934;3.87E-01;2.40E-01;9.60E-03;;
7;;1935;3.87E-01;2.80E-01;1.12E-02;;
7;;1936;3.87E-01;2.80E-01;1.12E-02;;
7;;1937;3.87E-01;2.80E-01;1.12E-02;;
6;;1938;3.88E-01;2.40E-01;9.60E-03;;
7;;1939;3.88E-01;2.80E-01;1.12E-02;;
7;;1940;3.88E-01;2.80E-01;1.12E-02;;
7;;1941;3.88E-01;2.80E-01;1.12E-02;;
8;;1942;3.88E-01;3.20E-01;1.28E-02;;
8;;1943;3.89E-01;3.20E-01;1.28E-02;;
8;;1944;3.89E-01;3.20E-01;1.28E-02;;
8;;1945;3.89E-01;3.20E-01;1.28E-02;;
8;;1946;3.89E-01;3.20E-01;1.28E-02;;
8;;1947;3.89E-01;3.20E-01;1.28E-02;;
9;;1948;3.90E-01;3.60E-01;1.44E-02;;
8;;1949;3.90E-01;3.20E-01;1.28E-02;;
8;;1950;3.90E-01;3.20E-01;1.28E-02;;
8;;1951;3.90E-01;3.20E-01;1.28E-02;;
8;;1952;3.90E-01;3.20E-01;1.28E-02;;
8;;1953;3.91E-01;3.20E-01;1.28E-02;;
8;;1954;3.91E-01;3.20E-01;1.28E-02;;
8;;1955;3.91E-01;3.20E-01;1.28E-02;;
8;;1956;3.91E-01;3.20E-01;1.28E-02;;
8;;1957;3.91E-01;3.20E-01;1.28E-02;;
9;;1958;3.92E-01;3.60E-01;1.44E-02;;
8;;1959;3.92E-01;3.20E-01;1.28E-02;;
9;;1960;3.92E-01;3.60E-01;1.44E-02;;
8;;1961;3.92E-01;3.20E-01;1.28E-02;;
8;;1962;3.92E-01;3.20E-01;1.28E-02;;
9;;1963;3.93E-01;3.60E-01;1.44E-02;;
9;;1964;3.93E-01;3.60E-01;1.44E-02;;
9;;1965;3.93E-01;3.60E-01;1.44E-02;;
9;;1966;3.93E-01;3.60E-01;1.44E-02;;
9;;1967;3.93E-01;3.60E-01;1.44E-02;;
9;;1968;3.94E-01;3.60E-01;1.44E-02;;
9;;1969;3.94E-01;3.60E-01;1.44E-02;;
10;;1970;3.94E-01;4.00E-01;1.60E-02;;
10;;1971;3.94E-01;4.00E-01;1.60E-02;;
10;;1972;3.94E-01;4.00E-01;1.60E-02;;
9;;1973;3.95E-01;3.60E-01;1.44E-02;;
10;;1974;3.95E-01;4.00E-01;1.60E-02;;
10;;1975;3.95E-01;4.00E-01;1.60E-02;;
10;;1976;3.95E-01;4.00E-01;1.60E-02;;
10;;1977;3.95E-01;4.00E-01;1.60E-02;;
10;;1978;3.96E-01;4.00E-01;1.60E-02;;
10;;1979;3.96E-01;4.00E-01;1.60E-02;;
11;;1980;3.96E-01;4.40E-01;1.76E-02;;
10;;1981;3.96E-01;4.00E-01;1.60E-02;;
10;;1982;3.96E-01;4.00E-01;1.60E-02;;
10;;1983;3.97E-01;4.00E-01;1.60E-02;;
11;;1984;3.97E-01;4.40E-01;1.76E-02;;
11;;1985;3.97E-01;4.40E-01;1.76E-02;;
11;;1986;3.97E-01;4.40E-01;1.76E-02;;
10;;1987;3.97E-01;4.00E-01;1.60E-02;;
11;;1988;3.98E-01;4.40E-01;1.76E-02;;
11;;1989;3.98E-01;4.40E-01;1.76E-02;;
10;;1990;3.98E-01;4.00E-01;1.60E-02;;
11;;1991;3.98E-01;4.40E-01;1.76E-02;;
12;;1992;3.98E-01;4.80E-01;1.92E-02;;
11;;1993;3.99E-01;4.40E-01;1.76E-02;;
11;;1994;3.99E-01;4.40E-01;1.76E-02;;
11;;1995;3.99E-01;4.40E-01;1.76E-02;;
11;;1996;3.99E-01;4.40E-01;1.76E-02;;
12;;1997;3.99E-01;4.80E-01;1.92E-02;;
11;;1998;4.00E-01;4.40E-01;1.76E-02;;
11;;1999;4.00E-01;4.40E-01;1.76E-02;;
12;;2000;4.00E-01;4.80E-01;1.92E-02;;
11;;2001;4.00E-01;4.40E-01;1.76E-02;;
11;;2002;4.00E-01;4.40E-01;1.76E-02;;
11;;2003;4.01E-01;4.40E-01;1.76E-02;;
12;;2004;4.01E-01;4.80E-01;1.92E-02;;
12;;2005;4.01E-01;4.80E-01;1.92E-02;;
12;;2006;4.01E-01;4.80E-01;1.92E-02;;
12;;2007;4.01E-01;4.80E-01;1.92E-02;;
12;;2008;4.02E-01;4.80E-01;1.92E-02;;
12;;2009;4.02E-01;4.80E-01;1.92E-02;;
12;;2010;4.02E-01;4.80E-01;1.92E-02;;
12;;2011;4.02E-01;4.80E-01;1.92E-02;;
13;;2012;4.02E-01;5.20E-01;2.08E-02;;
12;;2013;4.03E-01;4.80E-01;1.92E-02;;
13;;2014;4.03E-01;5.20E-01;2.08E-02;;
12;;2015;4.03E-01;4.80E-01;1.92E-02;;
12;;2016;4.03E-01;4.80E-01;1.92E-02;;
13;;2017;4.03E-01;5.20E-01;2.08E-02;;
13;;2018;4.04E-01;5.20E-01;2.08E-02;;
12;;2019;4.04E-01;4.80E-01;1.92E-02;;
13;;2020;4.04E-01;5.20E-01;2.08E-02;;
13;;2021;4.04E-01;5.20E-01;2.08E-02;;
13;;2022;4.04E-01;5.20E-01;2.08E-02;;
14;;2023;4.05E-01;5.60E-01;2.24E-02;;
13;;2024;4.05E-01;5.20E-01;2.08E-02;;
14;;2025;4.05E-01;5.60E-01;2.24E-02;;
14;;2026;4.05E-01;5.60E-01;2.24E-02;;
13;;2027;4.05E-01;5.20E-01;2.08E-02;;
13;;2028;4.06E-01;5.20E-01;2.08E-02;;
14;;2029;4.06E-01;5.60E-01;2.24E-02;;
14;;2030;4.06E-01;5.60E-01;2.24E-02;;
14;;2031;4.06E-01;5.60E-01;2.24E-02;;
14;;2032;4.06E-01;5.60E-01;2.24E-02;;
14;;2033;4.07E-01;5.60E-01;2.24E-02;;
15;;2034;4.07E-01;6.00E-01;2.40E-02;;
15;;2035;4.07E-01;6.00E-01;2.40E-02;;
15;;2036;4.07E-01;6.00E-01;2.40E-02;;
15;;2037;4.07E-01;6.00E-01;2.40E-02;;
15;;2038;4.08E-01;6.00E-01;2.40E-02;;
15;;2039;4.08E-01;6.00E-01;2.40E-02;;
15;;2040;4.08E-01;6.00E-01;2.40E-02;;
15;;2041;4.08E-01;6.00E-01;2.40E-02;;
15;;2042;4.08E-01;6.00E-01;2.40E-02;;
15;;2043;4.09E-01;6.00E-01;2.40E-02;;
15;;2044;4.09E-01;6.00E-01;2.40E-02;;
15;;2045;4.09E-01;6.00E-01;2.40E-02;;
16;;2046;4.09E-01;6.40E-01;2.56E-02;;
15;;2047;4.09E-01;6.00E-01;2.40E-02;;
15;;2048;4.10E-01;6.00E-01;2.40E-02;;
15;;2049;4.10E-01;6.00E-01;2.40E-02;;
15;;2050;4.10E-01;6.00E-01;2.40E-02;;
16;;2051;4.10E-01;6.40E-01;2.56E-02;;
16;;2052;4.10E-01;6.40E-01;2.56E-02;;
16;;2053;4.11E-01;6.40E-01;2.56E-02;;
16;;2054;4.11E-01;6.40E-01;2.56E-02;;
16;;2055;4.11E-01;6.40E-01;2.56E-02;;
16;;2056;4.11E-01;6.40E-01;2.56E-02;;
16;;2057;4.11E-01;6.40E-01;2.56E-02;;
16;;2058;4.12E-01;6.40E-01;2.56E-02;;
16;;2059;4.12E-01;6.40E-01;2.56E-02;;
16;;2060;4.12E-01;6.40E-01;2.56E-02;;
16;;2061;4.12E-01;6.40E-01;2.56E-02;;
16;;2062;4.12E-01;6.40E-01;2.56E-02;;
17;;2063;4.13E-01;6.80E-01;2.72E-02;;
17;;2064;4.13E-01;6.80E-01;2.72E-02;;
16;;2065;4.13E-01;6.40E-01;2.56E-02;;
16;;2066;4.13E-01;6.40E-01;2.56E-02;;
16;;2067;4.13E-01;6.40E-01;2.56E-02;;
17;;2068;4.14E-01;6.80E-01;2.72E-02;;
17;;2069;4.14E-01;6.80E-01;2.72E-02;;
17;;2070;4.14E-01;6.80E-01;2.72E-02;;
16;;2071;4.14E-01;6.40E-01;2.56E-02;;
17;;2072;4.14E-01;6.80E-01;2.72E-02;;
17;;2073;4.15E-01;6.80E-01;2.72E-02;;
18;;2074;4.15E-01;7.20E-01;2.88E-02;;
18;;2075;4.15E-01;7.20E-01;2.88E-02;;
17;;2076;4.15E-01;6.80E-01;2.72E-02;;
17;;2077;4.15E-01;6.80E-01;2.72E-02;;
17;;2078;4.16E-01;6.80E-01;2.72E-02;;
17;;2079;4.16E-01;6.80E-01;2.72E-02;;
18;;2080;4.16E-01;7.20E-01;2.88E-02;;
17;;2081;4.16E-01;6.80E-01;2.72E-02;;
18;;2082;4.16E-01;7.20E-01;2.88E-02;;
18;;2083;4.17E-01;7.20E-01;2.88E-02;;
18;;2084;4.17E-01;7.20E-01;2.88E-02;;
18;;2085;4.17E-01;7.20E-01;2.88E-02;;
18;;2086;4.17E-01;7.20E-01;2.88E-02;;
18;;2087;4.17E-01;7.20E-01;2.88E-02;;
18;;2088;4.18E-01;7.20E-01;2.88E-02;;
19;;2089;4.18E-01;7.60E-01;3.04E-02;;
19;;2090;4.18E-01;7.60E-01;3.04E-02;;
19;;2091;4.18E-01;7.60E-01;3.04E-02;;
19;;2092;4.18E-01;7.60E-01;3.04E-02;;
19;;2093;4.19E-01;7.60E-01;3.04E-02;;
19;;2094;4.19E-01;7.60E-01;3.04E-02;;
19;;2095;4.19E-01;7.60E-01;3.04E-02;;
19;;2096;4.19E-01;7.60E-01;3.04E-02;;
19;;2097;4.19E-01;7.60E-01;3.04E-02;;
20;;2098;4.20E-01;8.00E-01;3.20E-02;;
19;;2099;4.20E-01;7.60E-01;3.04E-02;;
19;;2100;4.20E-01;7.60E-01;3.04E-02;;
19;;2101;4.20E-01;7.60E-01;3.04E-02;;
20;;2102;4.20E-01;8.00E-01;3.20E-02;;
20;;2103;4.21E-01;8.00E-01;3.20E-02;;
19;;2104;4.21E-01;7.60E-01;3.04E-02;;
20;;2105;4.21E-01;8.00E-01;3.20E-02;;
19;;2106;4.21E-01;7.60E-01;3.04E-02;;
20;;2107;4.21E-01;8.00E-01;3.20E-02;;
20;;2108;4.22E-01;8.00E-01;3.20E-02;;
20;;2109;4.22E-01;8.00E-01;3.20E-02;;
20;;2110;4.22E-01;8.00E-01;3.20E-02;;
20;;2111;4.22E-01;8.00E-01;3.20E-02;;
20;;2112;4.22E-01;8.00E-01;3.20E-02;;
20;;2113;4.23E-01;8.00E-01;3.20E-02;;
21;;2114;4.23E-01;8.40E-01;3.36E-02;;
21;;2115;4.23E-01;8.40E-01;3.36E-02;;
21;;2116;4.23E-01;8.40E-01;3.36E-02;;
21;;2117;4.23E-01;8.40E-01;3.36E-02;;
20;;2118;4.24E-01;8.00E-01;3.20E-02;;
21;;2119;4.24E-01;8.40E-01;3.36E-02;;
22;;2120;4.24E-01;8.80E-01;3.52E-02;;
21;;2121;4.24E-01;8.40E-01;3.36E-02;;
20;;2122;4.24E-01;8.00E-01;3.20E-02;;
21;;2123;4.25E-01;8.40E-01;3.36E-02;;
21;;2124;4.25E-01;8.40E-01;3.36E-02;;
21;;2125;4.25E-01;8.40E-01;3.36E-02;;
20;;2126;4.25E-01;8.00E-01;3.20E-02;;
21;;2127;4.25E-01;8.40E-01;3.36E-02;;
21;;2128;4.26E-01;8.40E-01;3.36E-02;;
21;;2129;4.26E-01;8.40E-01;3.36E-02;;
21;;2130;4.26E-01;8.40E-01;3.36E-02;;
22;;2131;4.26E-01;8.80E-01;3.52E-02;;
22;;2132;4.26E-01;8.80E-01;3.52E-02;;
22;;2133;4.27E-01;8.80E-01;3.52E-02;;
22;;2134;4.27E-01;8.80E-01;3.52E-02;;
22;;2135;4.27E-01;8.80E-01;3.52E-02;;
22;;2136;4.27E-01;8.80E-01;3.52E-02;;
22;;2137;4.27E-01;8.80E-01;3.52E-02;;
22;;2138;4.28E-01;8.80E-01;3.52E-02;;
22;;2139;4.28E-01;8.80E-01;3.52E-02;;
22;;2140;4.28E-01;8.80E-01;3.52E-02;;
22;;2141;4.28E-01;8.80E-01;3.52E-02;;
22;;2142;4.28E-01;8.80E-01;3.52E-02;;
23;;2143;4.29E-01;9.20E-01;3.68E-02;;
22;;2144;4.29E-01;8.80E-01;3.52E-02;;
22;;2145;4.29E-01;8.80E-01;3.52E-02;;
23;;2146;4.29E-01;9.20E-01;3.68E-02;;
22;;2147;4.29E-01;8.80E-01;3.52E-02;;
23;;2148;4.30E-01;9.20E-01;3.68E-02;;
22;;2149;4.30E-01;8.80E-01;3.52E-02;;
22;;2150;4.30E-01;8.80E-01;3.52E-02;;
23;;2151;4.30E-01;9.20E-01;3.68E-02;;
23;;2152;4.30E-01;9.20E-01;3.68E-02;;
22;;2153;4.31E-01;8.80E-01;3.52E-02;;
23;;2154;4.31E-01;9.20E-01;3.68E-02;;
22;;2155;4.31E-01;8.80E-01;3.52E-02;;
23;;2156;4.31E-01;9.20E-01;3.68E-02;;
23;;2157;4.31E-01;9.20E-01;3.68E-02;;
23;;2158;4.32E-01;9.20E-01;3.68E-02;;
23;;2159;4.32E-01;9.20E-01;3.68E-02;;
23;;2160;4.32E-01;9.20E-01;3.68E-02;;
23;;2161;4.32E-01;9.20E-01;3.68E-02;;
24;;2162;4.32E-01;9.60E-01;3.84E-02;;
23;;2163;4.33E-01;9.20E-01;3.68E-02;;
24;;2164;4.33E-01;9.60E-01;3.84E-02;;
24;;2165;4.33E-01;9.60E-01;3.84E-02;;
24;;2166;4.33E-01;9.60E-01;3.84E-02;;
23;;2167;4.33E-01;9.20E-01;3.68E-02;;
24;;2168;4.34E-01;9.60E-01;3.84E-02;;
23;;2169;4.34E-01;9.20E-01;3.68E-02;;
24;;2170;4.34E-01;9.60E-01;3.84E-02;;
24;;2171;4.34E-01;9.60E-01;3.84E-02;;
24;;2172;4.34E-01;9.60E-01;3.84E-02;;
24;;2173;4.35E-01;9.60E-01;3.84E-02;;
24;;2174;4.35E-01;9.60E-01;3.84E-02;;
24;;2175;4.35E-01;9.60E-01;3.84E-02;;
24;;2176;4.35E-01;9.60E-01;3.84E-02;;
24;;2177;4.35E-01;9.60E-01;3.84E-02;;
24;;2178;4.36E-01;9.60E-01;3.84E-02;;
24;;2179;4.36E-01;9.60E-01;3.84E-02;;
24;;2180;4.36E-01;9.60E-01;3.84E-02;;
24;;2181;4.36E-01;9.60E-01;3.84E-02;;
24;;2182;4.36E-01;9.60E-01;3.84E-02;;
24;;2183;4.37E-01;9.60E-01;3.84E-02;;
24;;2184;4.37E-01;9.60E-01;3.84E-02;;
24;;2185;4.37E-01;9.60E-01;3.84E-02;;
24;;2186;4.37E-01;9.60E-01;3.84E-02;;
24;;2187;4.37E-01;9.60E-01;3.84E-02;;
24;;2188;4.38E-01;9.60E-01;3.84E-02;;
24;;2189;4.38E-01;9.60E-01;3.84E-02;;
24;;2190;4.38E-01;9.60E-01;3.84E-02;;
24;;2191;4.38E-01;9.60E-01;3.84E-02;;
24;;2192;4.38E-01;9.60E-01;3.84E-02;;
24;;2193;4.39E-01;9.60E-01;3.84E-02;;
24;;2194;4.39E-01;9.60E-01;3.84E-02;;
24;;2195;4.39E-01;9.60E-01;3.84E-02;;
24;;2196;4.39E-01;9.60E-01;3.84E-02;;
25;;2197;4.39E-01;1.00E+00;4.00E-02;;
25;;2198;4.40E-01;1.00E+00;4.00E-02;;
25;;2199;4.40E-01;1.00E+00;4.00E-02;;
24;;2200;4.40E-01;9.60E-01;3.84E-02;;
24;;2201;4.40E-01;9.60E-01;3.84E-02;;
24;;2202;4.40E-01;9.60E-01;3.84E-02;;
24;;2203;4.41E-01;9.60E-01;3.84E-02;;
24;;2204;4.41E-01;9.60E-01;3.84E-02;;
25;;2205;4.41E-01;1.00E+00;4.00E-02;;
24;;2206;4.41E-01;9.60E-01;3.84E-02;;
24;;2207;4.41E-01;9.60E-01;3.84E-02;;
25;;2208;4.42E-01;1.00E+00;4.00E-02;;
25;;2209;4.42E-01;1.00E+00;4.00E-02;;
25;;2210;4.42E-01;1.00E+00;4.00E-02;;
25;;2211;4.42E-01;1.00E+00;4.00E-02;;
25;;2212;4.42E-01;1.00E+00;4.00E-02;;
25;;2213;4.43E-01;1.00E+00;4.00E-02;;
25;;2214;4.43E-01;1.00E+00;4.00E-02;;
24;;2215;4.43E-01;9.60E-01;3.84E-02;;
24;;2216;4.43E-01;9.60E-01;3.84E-02;;
25;;2217;4.43E-01;1.00E+00;4.00E-02;;
25;;2218;4.44E-01;1.00E+00;4.00E-02;;
25;;2219;4.44E-01;1.00E+00;4.00E-02;;
25;;2220;4.44E-01;1.00E+00;4.00E-02;;
25;;2221;4.44E-01;1.00E+00;4.00E-02;;
25;;2222;4.44E-01;1.00E+00;4.00E-02;;
25;;2223;4.45E-01;1.00E+00;4.00E-02;;
25;;2224;4.45E-01;1.00E+00;4.00E-02;;
25;;2225;4.45E-01;1.00E+00;4.00E-02;;
25;;2226;4.45E-01;1.00E+00;4.00E-02;;
25;;2227;4.45E-01;1.00E+00;4.00E-02;;
25;;2228;4.46E-01;1.00E+00;4.00E-02;;
25;;2229;4.46E-01;1.00E+00;4.00E-02;;
25;;2230;4.46E-01;1.00E+00;4.00E-02;;
25;;2231;4.46E-01;1.00E+00;4.00E-02;;
25;;2232;4.46E-01;1.00E+00;4.00E-02;;
25;;2233;4.47E-01;1.00E+00;4.00E-02;;
25;;2234;4.47E-01;1.00E+00;4.00E-02;;
26;;2235;4.47E-01;1.04E+00;4.16E-02;;
25;;2236;4.47E-01;1.00E+00;4.00E-02;;
25;;2237;4.47E-01;1.00E+00;4.00E-02;;
25;;2238;4.48E-01;1.00E+00;4.00E-02;;
25;;2239;4.48E-01;1.00E+00;4.00E-02;;
26;;2240;4.48E-01;1.04E+00;4.16E-02;;
26;;2241;4.48E-01;1.04E+00;4.16E-02;;
26;;2242;4.48E-01;1.04E+00;4.16E-02;;
26;;2243;4.49E-01;1.04E+00;4.16E-02;;
26;;2244;4.49E-01;1.04E+00;4.16E-02;;
26;;2245;4.49E-01;1.04E+00;4.16E-02;;
26;;2246;4.49E-01;1.04E+00;4.16E-02;;
26;;2247;4.49E-01;1.04E+00;4.16E-02;;
25;;2248;4.50E-01;1.00E+00;4.00E-02;;
25;;2249;4.50E-01;1.00E+00;4.00E-02;;
26;;2250;4.50E-01;1.04E+00;4.16E-02;;
25;;2251;4.50E-01;1.00E+00;4.00E-02;;
25;;2252;4.50E-01;1.00E+00;4.00E-02;;
26;;2253;4.51E-01;1.04E+00;4.16E-02;;
26;;2254;4.51E-01;1.04E+00;4.16E-02;;
26;;2255;4.51E-01;1.04E+00;4.16E-02;;
26;;2256;4.51E-01;1.04E+00;4.16E-02;;
26;;2257;4.51E-01;1.04E+00;4.16E-02;;
26;;2258;4.52E-01;1.04E+00;4.16E-02;;
26;;2259;4.52E-01;1.04E+00;4.16E-02;;
26;;2260;4.52E-01;1.04E+00;4.16E-02;;
26;;2261;4.52E-01;1.04E+00;4.16E-02;;
26;;2262;4.52E-01;1.04E+00;4.16E-02;;
26;;2263;4.53E-01;1.04E+00;4.16E-02;;
26;;2264;4.53E-01;1.04E+00;4.16E-02;;
25;;2265;4.53E-01;1.00E+00;4.00E-02;;
26;;2266;4.53E-01;1.04E+00;4.16E-02;;
26;;2267;4.53E-01;1.04E+00;4.16E-02;;
25;;2268;4.54E-01;1.00E+00;4.00E-02;;
25;;2269;4.54E-01;1.00E+00;4.00E-02;;
25;;2270;4.54E-01;1.00E+00;4.00E-02;;
26;;2271;4.54E-01;1.04E+00;4.16E-02;;
26;;2272;4.54E-01;1.04E+00;4.16E-02;;
26;;2273;4.55E-01;1.04E+00;4.16E-02;;
26;;2274;4.55E-01;1.04E+00;4.16E-02;;
26;;2275;4.55E-01;1.04E+00;4.16E-02;;
26;;2276;4.55E-01;1.04E+00;4.16E-02;;
26;;2277;4.55E-01;1.04E+00;4.16E-02;;
25;;2278;4.56E-01;1.00E+00;4.00E-02;;
25;;2279;4.56E-01;1.00E+00;4.00E-02;;
25;;2280;4.56E-01;1.00E+00;4.00E-02;;
26;;2281;4.56E-01;1.04E+00;4.16E-02;;
26;;2282;4.56E-01;1.04E+00;4.16E-02;;
25;;2283;4.57E-01;1.00E+00;4.00E-02;;
25;;2284;4.57E-01;1.00E+00;4.00E-02;;
26;;2285;4.57E-01;1.04E+00;4.16E-02;;
26;;2286;4.57E-01;1.04E+00;4.16E-02;;
26;;2287;4.57E-01;1.04E+00;4.16E-02;;
25;;2288;4.58E-01;1.00E+00;4.00E-02;;
25;;2289;4.58E-01;1.00E+00;4.00E-02;;
25;;2290;4.58E-01;1.00E+00;4.00E-02;;
25;;2291;4.58E-01;1.00E+00;4.00E-02;;
26;;2292;4.58E-01;1.04E+00;4.16E-02;;
26;;2293;4.59E-01;1.04E+00;4.16E-02;;
25;;2294;4.59E-01;1.00E+00;4.00E-02;;
25;;2295;4.59E-01;1.00E+00;4.00E-02;;
26;;2296;4.59E-01;1.04E+00;4.16E-02;;
25;;2297;4.59E-01;1.00E+00;4.00E-02;;
26;;2298;4.60E-01;1.04E+00;4.16E-02;;
25;;2299;4.60E-01;1.00E+00;4.00E-02;;
25;;2300;4.60E-01;1.00E+00;4.00E-02;;
26;;2301;4.60E-01;1.04E+00;4.16E-02;;
26;;2302;4.60E-01;1.04E+00;4.16E-02;;
26;;2303;4.61E-01;1.04E+00;4.16E-02;;
25;;2304;4.61E-01;1.00E+00;4.00E-02;;
25;;2305;4.61E-01;1.00E+00;4.00E-02;;
25;;2306;4.61E-01;1.00E+00;4.00E-02;;
25;;2307;4.61E-01;1.00E+00;4.00E-02;;
26;;2308;4.62E-01;1.04E+00;4.16E-02;;
26;;2309;4.62E-01;1.04E+00;4.16E-02;;
26;;2310;4.62E-01;1.04E+00;4.16E-02;;
25;;2311;4.62E-01;1.00E+00;4.00E-02;;
26;;2312;4.62E-01;1.04E+00;4.16E-02;;
26;;2313;4.63E-01;1.04E+00;4.16E-02;;
25;;2314;4.63E-01;1.00E+00;4.00E-02;;
25;;2315;4.63E-01;1.00E+00;4.00E-02;;
25;;2316;4.63E-01;1.00E+00;4.00E-02;;
26;;2317;4.63E-01;1.04E+00;4.16E-02;;
25;;2318;4.64E-01;1.00E+00;4.00E-02;;
25;;2319;4.64E-01;1.00E+00;4.00E-02;;
25;;2320;4.64E-01;1.00E+00;4.00E-02;;
25;;2321;4.64E-01;1.00E+00;4.00E-02;;
25;;2322;4.64E-01;1.00E+00;4.00E-02;;
24;;2323;4.65E-01;9.60E-01;3.84E-02;;
25;;2324;4.65E-01;1.00E+00;4.00E-02;;
25;;2325;4.65E-01;1.00E+00;4.00E-02;;
24;;2326;4.65E-01;9.60E-01;3.84E-02;;
25;;2327;4.65E-01;1.00E+00;4.00E-02;;
24;;2328;4.66E-01;9.60E-01;3.84E-02;;
24;;2329;4.66E-01;9.60E-01;3.84E-02;;
24;;2330;4.66E-01;9.60E-01;3.84E-02;;
24;;2331;4.66E-01;9.60E-01;3.84E-02;;
24;;2332;4.66E-01;9.60E-01;3.84E-02;;
24;;2333;4.67E-01;9.60E-01;3.84E-02;;
