Memory Length,4000,
Trigger Level,8.400E-01,
Source,CH2,
Probe,1X,
Vertical Units,V,
Vertical Scale,2.000E-01,
Vertical Position,-4.000E-01,
Horizontal Units,s,
Horizontal Scale,2.500E-02,
Horizontal Position,0.000E+00,
Horizontal Mode,Main,
Sampling Period,1.000E-04,
Firmware,V1.12,
Time, ,
Mode,Fast,
Waveform Data,
63,
63,
62,
60,
61,
63,
62,
61,
60,
61,
62,
63,
62,
60,
61,
62,
63,
61,
60,
61,
63,
63,
62,
60,
62,
63,
63,
61,
60,
61,
62,
63,
61,
60,
61,
62,
63,
62,
60,
60,
62,
62,
61,
60,
61,
62,
64,
62,
60,
61,
63,
63,
61,
60,
60,
63,
63,
61,
60,
60,
63,
64,
61,
60,
61,
62,
62,
61,
61,
61,
62,
63,
61,
60,
61,
62,
62,
62,
60,
60,
63,
63,
61,
59,
61,
63,
62,
61,
60,
60,
63,
63,
61,
60,
61,
61,
63,
61,
60,
61,
63,
63,
61,
60,
61,
63,
63,
62,
60,
60,
62,
63,
61,
60,
61,
62,
64,
61,
60,
61,
62,
63,
62,
60,
61,
63,
63,
61,
60,
61,
63,
63,
62,
60,
60,
62,
62,
61,
60,
61,
62,
63,
62,
60,
61,
63,
63,
61,
60,
61,
63,
63,
61,
60,
61,
62,
63,
61,
60,
61,
62,
63,
61,
60,
60,
62,
63,
62,
60,
60,
62,
62,
61,
60,
60,
62,
63,
61,
60,
60,
61,
63,
61,
60,
61,
62,
62,
61,
60,
61,
62,
63,
62,
60,
61,
63,
62,
61,
60,
61,
62,
62,
62,
60,
61,
62,
63,
61,
60,
61,
62,
63,
62,
61,
61,
62,
62,
61,
60,
61,
62,
63,
62,
60,
61,
62,
63,
62,
60,
61,
63,
63,
61,
60,
61,
63,
63,
61,
60,
61,
62,
63,
62,
60,
60,
63,
63,
61,
60,
61,
62,
62,
62,
60,
60,
63,
63,
62,
61,
60,
62,
62,
61,
60,
61,
63,
63,
61,
60,
61,
62,
63,
62,
60,
61,
62,
63,
61,
60,
61,
62,
63,
62,
60,
61,
62,
62,
62,
60,
62,
62,
62,
62,
60,
60,
62,
62,
62,
60,
61,
63,
63,
61,
60,
60,
63,
63,
60,
60,
61,
62,
62,
61,
60,
60,
62,
62,
62,
60,
60,
62,
62,
61,
60,
61,
62,
63,
61,
60,
61,
63,
63,
61,
60,
61,
62,
63,
61,
60,
60,
62,
62,
61,
60,
60,
63,
63,
61,
59,
61,
63,
63,
61,
60,
61,
63,
62,
61,
60,
61,
62,
62,
61,
60,
60,
62,
63,
62,
60,
61,
63,
63,
61,
60,
61,
62,
62,
61,
60,
61,
62,
63,
61,
60,
61,
63,
63,
61,
60,
62,
62,
63,
61,
60,
61,
62,
62,
61,
60,
60,
62,
63,
61,
60,
60,
62,
63,
61,
60,
61,
62,
63,
61,
60,
61,
62,
63,
62,
60,
61,
62,
63,
62,
60,
60,
62,
62,
61,
60,
61,
63,
63,
62,
60,
62,
62,
63,
62,
60,
61,
62,
63,
61,
60,
61,
63,
62,
61,
60,
61,
63,
62,
62,
60,
61,
63,
62,
62,
60,
60,
62,
62,
60,
60,
60,
63,
63,
61,
60,
60,
62,
63,
62,
60,
61,
62,
63,
61,
60,
61,
62,
63,
61,
60,
61,
63,
64,
61,
60,
60,
62,
63,
62,
60,
61,
62,
62,
61,
60,
60,
62,
63,
62,
60,
61,
63,
62,
61,
60,
61,
62,
63,
61,
60,
60,
62,
63,
62,
60,
60,
62,
63,
61,
60,
60,
63,
63,
61,
60,
60,
62,
63,
61,
60,
61,
62,
63,
61,
60,
61,
62,
63,
61,
60,
61,
63,
63,
61,
60,
60,
63,
63,
61,
60,
61,
62,
62,
61,
59,
60,
62,
63,
61,
60,
61,
63,
64,
62,
60,
61,
62,
63,
61,
60,
61,
62,
62,
61,
61,
60,
62,
62,
62,
60,
60,
62,
63,
62,
60,
60,
63,
63,
62,
60,
61,
62,
63,
62,
60,
61,
62,
63,
61,
60,
60,
62,
62,
62,
60,
61,
62,
63,
61,
60,
61,
62,
62,
61,
60,
61,
62,
63,
61,
60,
61,
62,
63,
61,
60,
61,
62,
63,
62,
60,
60,
62,
63,
61,
61,
61,
62,
63,
61,
60,
61,
62,
62,
62,
60,
61,
62,
63,
61,
60,
61,
62,
63,
61,
60,
61,
62,
62,
61,
60,
61,
63,
63,
61,
60,
61,
62,
63,
62,
60,
61,
62,
63,
62,
60,
60,
63,
63,
62,
60,
62,
63,
62,
61,
60,
61,
62,
62,
61,
60,
61,
62,
62,
61,
60,
61,
63,
63,
61,
60,
61,
63,
63,
61,
60,
60,
63,
62,
62,
60,
61,
62,
63,
62,
60,
61,
63,
63,
61,
60,
60,
63,
63,
62,
60,
60,
63,
63,
61,
60,
61,
62,
62,
61,
60,
60,
62,
63,
61,
60,
61,
63,
63,
62,
60,
61,
63,
63,
61,
60,
60,
62,
63,
62,
60,
60,
62,
62,
61,
60,
61,
62,
63,
61,
60,
61,
62,
62,
61,
60,
61,
63,
62,
61,
61,
60,
62,
63,
61,
60,
60,
63,
63,
61,
60,
60,
62,
63,
61,
60,
61,
62,
64,
61,
60,
61,
62,
63,
62,
60,
61,
63,
62,
61,
60,
60,
63,
63,
62,
60,
61,
63,
63,
61,
60,
61,
62,
63,
61,
60,
61,
62,
63,
61,
60,
61,
62,
62,
61,
60,
60,
63,
63,
61,
60,
61,
62,
63,
61,
60,
60,
62,
62,
61,
60,
61,
63,
63,
62,
61,
60,
62,
63,
61,
60,
60,
62,
63,
61,
60,
61,
62,
62,
62,
60,
62,
62,
63,
61,
60,
61,
62,
63,
61,
60,
60,
63,
62,
61,
60,
61,
62,
63,
61,
60,
61,
63,
63,
61,
60,
61,
62,
63,
61,
59,
61,
63,
63,
62,
61,
60,
62,
63,
61,
60,
61,
63,
63,
62,
60,
61,
62,
63,
62,
60,
61,
63,
63,
61,
61,
61,
63,
63,
62,
61,
60,
62,
63,
62,
60,
61,
63,
63,
61,
60,
61,
62,
63,
61,
60,
61,
62,
62,
61,
60,
61,
62,
62,
62,
60,
60,
62,
62,
62,
60,
61,
62,
62,
62,
60,
61,
62,
63,
62,
60,
61,
62,
63,
61,
60,
61,
62,
62,
62,
60,
60,
64,
63,
62,
60,
61,
63,
63,
62,
60,
61,
62,
63,
61,
60,
61,
62,
63,
61,
60,
61,
63,
64,
60,
60,
60,
63,
62,
62,
60,
61,
62,
63,
61,
60,
60,
62,
63,
61,
60,
60,
62,
63,
61,
60,
60,
63,
62,
62,
60,
61,
62,
63,
61,
60,
61,
62,
63,
61,
60,
61,
62,
63,
62,
60,
61,
62,
63,
62,
60,
61,
62,
63,
62,
60,
61,
63,
63,
62,
60,
61,
62,
62,
62,
60,
61,
62,
63,
62,
60,
61,
63,
62,
62,
60,
61,
63,
62,
61,
60,
61,
62,
63,
61,
61,
61,
63,
63,
61,
60,
60,
62,
63,
61,
60,
61,
62,
63,
61,
60,
60,
62,
63,
61,
60,
60,
62,
63,
62,
60,
61,
62,
63,
61,
60,
60,
62,
63,
61,
61,
61,
63,
63,
61,
60,
61,
62,
63,
61,
60,
61,
62,
63,
62,
60,
61,
62,
63,
61,
60,
60,
62,
63,
61,
60,
61,
62,
63,
61,
60,
60,
63,
63,
61,
60,
61,
62,
63,
61,
60,
61,
62,
62,
61,
60,
61,
62,
63,
61,
60,
61,
62,
63,
62,
60,
60,
63,
63,
62,
60,
61,
62,
63,
61,
60,
61,
62,
63,
61,
60,
61,
62,
63,
62,
60,
61,
63,
63,
61,
60,
60,
62,
63,
62,
61,
61,
63,
64,
62,
60,
61,
63,
63,
61,
60,
61,
62,
62,
61,
60,
61,
63,
63,
61,
60,
61,
62,
62,
61,
60,
61,
63,
63,
62,
60,
61,
62,
63,
62,
60,
61,
62,
62,
62,
60,
60,
62,
63,
62,
60,
60,
62,
63,
61,
60,
61,
63,
62,
61,
60,
61,
63,
63,
61,
60,
60,
63,
63,
62,
60,
61,
63,
62,
63,
59,
60,
62,
62,
61,
60,
60,
62,
63,
61,
60,
61,
63,
63,
62,
60,
61,
63,
62,
61,
60,
61,
62,
63,
61,
61,
61,
62,
63,
62,
60,
61,
62,
62,
61,
60,
61,
63,
63,
62,
60,
61,
62,
63,
62,
60,
61,
62,
63,
61,
60,
61,
63,
63,
61,
60,
61,
62,
62,
62,
60,
60,
63,
63,
61,
60,
61,
62,
62,
61,
60,
60,
62,
63,
62,
60,
61,
62,
64,
62,
60,
60,
62,
63,
61,
60,
61,
62,
64,
62,
60,
61,
62,
63,
61,
60,
61,
62,
62,
61,
60,
61,
62,
63,
61,
60,
61,
62,
63,
61,
59,
61,
63,
63,
62,
60,
62,
62,
63,
61,
61,
60,
62,
62,
62,
60,
60,
62,
62,
62,
60,
60,
62,
62,
61,
60,
61,
62,
63,
61,
60,
61,
63,
63,
61,
60,
61,
62,
63,
61,
60,
61,
63,
62,
61,
60,
61,
63,
63,
61,
60,
60,
63,
63,
61,
60,
61,
63,
62,
62,
60,
61,
62,
63,
61,
60,
61,
62,
63,
62,
60,
61,
62,
62,
62,
60,
60,
62,
62,
62,
60,
61,
63,
62,
61,
61,
60,
62,
63,
61,
59,
61,
62,
63,
61,
60,
61,
62,
63,
61,
60,
61,
63,
62,
61,
60,
61,
62,
63,
61,
60,
60,
62,
62,
61,
60,
61,
63,
63,
61,
60,
61,
62,
63,
62,
60,
61,
62,
63,
61,
59,
61,
62,
63,
61,
60,
61,
62,
62,
61,
60,
61,
62,
63,
62,
60,
61,
62,
63,
61,
60,
61,
63,
63,
61,
60,
61,
63,
63,
61,
60,
60,
63,
62,
61,
60,
61,
62,
62,
61,
60,
61,
62,
63,
61,
60,
61,
62,
63,
62,
60,
61,
62,
62,
62,
60,
62,
62,
63,
61,
60,
60,
62,
63,
61,
60,
61,
62,
63,
61,
60,
61,
62,
63,
62,
60,
62,
62,
63,
61,
60,
61,
62,
62,
61,
60,
61,
62,
63,
61,
60,
61,
63,
62,
61,
61,
61,
62,
62,
61,
60,
60,
63,
63,
61,
60,
61,
63,
63,
61,
60,
61,
62,
62,
61,
61,
61,
62,
63,
61,
60,
61,
62,
63,
62,
60,
61,
62,
63,
61,
60,
62,
62,
63,
62,
60,
61,
63,
63,
62,
60,
61,
62,
62,
61,
60,
61,
63,
63,
61,
60,
60,
62,
63,
61,
60,
60,
62,
63,
61,
60,
61,
63,
64,
61,
60,
60,
62,
62,
61,
60,
60,
63,
63,
61,
60,
61,
63,
62,
61,
60,
61,
63,
62,
62,
60,
61,
62,
63,
62,
60,
61,
63,
63,
62,
60,
60,
63,
63,
61,
60,
60,
62,
63,
61,
60,
61,
63,
63,
61,
60,
60,
62,
63,
61,
60,
61,
62,
63,
61,
60,
61,
63,
63,
61,
60,
61,
63,
62,
61,
60,
61,
63,
63,
61,
61,
60,
62,
62,
62,
60,
62,
63,
63,
61,
60,
61,
62,
63,
61,
60,
60,
63,
63,
62,
60,
61,
62,
63,
61,
59,
60,
63,
62,
62,
60,
61,
62,
63,
61,
58,
61,
62,
62,
61,
60,
61,
62,
64,
62,
60,
60,
62,
63,
61,
60,
60,
63,
62,
61,
60,
61,
63,
62,
62,
60,
61,
63,
62,
61,
60,
61,
62,
63,
62,
60,
61,
62,
62,
61,
60,
61,
63,
63,
61,
60,
60,
63,
63,
61,
60,
60,
62,
62,
61,
60,
61,
62,
63,
61,
60,
61,
63,
63,
62,
60,
61,
62,
62,
61,
60,
62,
62,
63,
61,
60,
61,
62,
63,
62,
60,
60,
62,
62,
62,
60,
62,
62,
63,
62,
60,
61,
63,
62,
62,
60,
61,
63,
63,
61,
60,
61,
62,
63,
62,
60,
60,
62,
62,
61,
60,
60,
63,
63,
62,
60,
61,
62,
63,
61,
60,
61,
62,
62,
62,
60,
61,
63,
63,
61,
60,
61,
62,
63,
61,
60,
61,
62,
63,
61,
60,
61,
62,
63,
61,
60,
61,
62,
63,
61,
60,
61,
62,
62,
61,
60,
61,
62,
63,
61,
60,
61,
63,
62,
62,
60,
61,
62,
63,
61,
60,
61,
63,
63,
61,
60,
61,
62,
63,
62,
60,
61,
62,
63,
61,
60,
60,
63,
63,
61,
60,
61,
